scorer,,,ahrebel,ahrebel,ahrebel,ahrebel,ahrebel,ahrebel,ahrebel,ahrebel
labeled-data,2,img0585.png,292.21401640961574,228.23850076015094,357.85700536453044,220.70171313940148,278.35605207468933,230.42660039198145,369.76999224894087,220.70171313940148
labeled-data,2,img0601.png,295.13148258538973,226.53664549094947,361.01759372161894,219.972346595458,281.0303960691488,227.99537857883647,373.17370278734387,219.972346595458
labeled-data,2,img0602.png,295.37460476670424,226.29352330963496,360.77447154030443,219.972346595458,280.3010295252053,228.72474512277995,373.6599471499729,219.7292244141435
labeled-data,2,img0670.png,289.29655023384174,227.99537857883647,355.66890573269995,221.431079683345,277.8698077120603,229.94035602935244,369.5268700676264,220.458590958087
labeled-data,2,img0728.png,288.0809393272693,231.39908911723944,355.18266137007095,224.34854585911899,280.5441517065198,231.15596693592494,369.5268700676264,223.13293495254646
labeled-data,2,img0781.png,287.35157278332576,219.7292244141435,354.210172644813,214.86678078785351,277.1404411681168,220.2154687767725,369.76999224894087,213.40804769996652
labeled-data,2,img0786.png,286.86532842069676,220.458590958087,354.4532948261275,215.35302515048252,277.6266855307458,220.70171313940148,369.5268700676264,214.623658606539
labeled-data,2,img0797.png,286.62220623938225,222.889812771232,352.50831737561145,217.7842469636275,276.8973189868023,223.37605713386097,369.76999224894087,217.2980026009985
labeled-data,2,img0804.png,285.4065953328098,223.86230149648998,352.50831737561145,218.2704913262565,277.3835633494313,223.86230149648998,369.2837478863119,217.7842469636275
labeled-data,2,img0908.png,293.9158716788172,225.32103458437697,360.5313493589899,219.486102232829,279.5716629812618,226.53664549094947,370.0131144302554,218.7567356888855
labeled-data,2,img0936.png,288.5671836898983,228.96786730409445,353.9670504634985,221.917324045974,279.0854186186328,229.45411166672346,370.0131144302554,221.6742018646595
labeled-data,2,img1088.png,287.35157278332576,228.72474512277995,353.723928282184,222.1604462272885,277.3835633494313,229.69723384803797,367.5818926171104,221.917324045974
labeled-data,2,img1136.png,288.5671836898983,233.34406656775542,354.4532948261275,226.53664549094947,279.0854186186328,234.07343311169893,367.09564825448143,225.56415676569148
labeled-data,2,img1243.png,292.21401640961574,233.34406656775542,359.31573845241746,226.29352330963496,281.0303960691488,234.80279965564245,370.2562366115699,225.32103458437697
labeled-data,2,img1323.png,288.0809393272693,233.10094438644094,354.9395391887565,226.29352330963496,278.1129298933748,234.31655529301344,367.09564825448143,224.5916680404335
labeled-data,2,img1404.png,296.5902156732767,229.69723384803797,362.47632680950596,223.13293495254646,280.7872738878343,231.64221129855395,372.44433624340036,222.64669058991748
labeled-data,2,img1430.png,293.18650513487376,228.96786730409445,360.2882271776754,223.13293495254646,278.8422964373183,231.15596693592494,370.7424809741989,222.40356840860298
labeled-data,2,img1640.png,289.53967241515625,231.15596693592494,356.641394457958,224.34854585911899,281.7597626130923,232.37157784249743,372.93058060602937,224.83479022174797
labeled-data,2,img1711.png,287.35157278332576,235.04592183695692,353.4808061008695,228.48162294146545,278.8422964373183,236.26153274352941,367.5818926171104,227.50913421620746
labeled-data,2,img1754.png,292.70026077224475,231.64221129855395,359.31573845241746,225.56415676569148,278.59917425600383,233.34406656775542,369.5268700676264,224.34854585911899
labeled-data,2,img1821.png,293.18650513487376,234.07343311169893,360.0451049963609,226.29352330963496,282.4891291570358,234.07343311169893,370.7424809741989,225.07791240306247
labeled-data,2,img1869.png,288.5671836898983,231.64221129855395,354.69641700744194,224.10542367780448,278.8422964373183,231.88533347986845,370.2562366115699,223.61917931517547
labeled-data,2,img1884.png,287.8378171459548,231.88533347986845,354.9395391887565,224.5916680404335,277.8698077120603,232.61470002381193,370.4993587928844,224.83479022174797
labeled-data,2,img1973.png,292.94338295355925,234.07343311169893,358.82949408978845,227.02288985357848,280.3010295252053,235.53216619958593,370.4993587928844,225.32103458437697
labeled-data,2,img2134.png,291.72777204698673,237.47714365010194,357.85700536453044,230.66972257329596,281.5166404317778,238.6927545566744,368.7975035236829,228.48162294146545
labeled-data,2,img2182.png,263.2833283762856,237.47231962795104,325.52707029777406,230.9546503168004,257.4174259962501,237.47231962795104,346.38361209345607,227.04404873011003
labeled-data,2,img2214.png,296.8493253287113,234.2134849723757,364.30720269912024,227.69581566122508,283.8139867064101,235.51701883460584,374.73547359696124,227.36993219566756
labeled-data,2,img2250.png,302.3893442431894,233.2358345757031,369.1954546824832,228.0216991267826,288.050471758658,235.51701883460584,380.6013759769968,226.7181652645525
labeled-data,2,img2274.png,296.19755839759625,232.25818417903054,362.6777853713326,226.06639833343743,286.4210544308703,232.90995111014558,379.2978421147667,225.7405148678799
labeled-data,2,img2385.png,298.15285919094146,233.56171804126063,364.30720269912024,227.69581566122508,284.13987017196763,234.53936843793326,374.4095901314037,226.06639833343743
labeled-data,2,img2402.png,298.478742656499,234.53936843793326,365.28485309579287,228.34758259234016,285.76928749975525,235.1911353690483,376.3648909247489,228.0216991267826
labeled-data,2,img2535.png,294.5681410698086,233.2358345757031,361.04836804354494,226.7181652645525,281.5328024475074,234.53936843793326,374.0837066658462,225.7405148678799
labeled-data,2,img2577.png,292.61284027646343,232.25818417903054,359.09306725019974,226.06639833343743,281.2069189819498,234.2134849723757,371.1507554758284,226.06639833343743
labeled-data,2,img2595.png,293.2646072075785,232.25818417903054,360.07071764687237,226.392281798995,280.2292685852772,233.56171804126063,373.10605626917356,226.06639833343743
labeled-data,2,img2748.png,286.7469378964279,235.51701883460584,354.85658219795187,228.34758259234016,277.622200860817,235.84290230016336,369.8472216135983,227.69581566122508
labeled-data,2,img2778.png,287.0728213619854,238.1240865590661,354.53069873239434,231.6064172479155,278.273967791932,239.75350388685376,370.49898854471337,230.30288338568533
labeled-data,2,img2782.png,288.050471758658,238.4499700246236,354.53069873239434,230.9546503168004,278.9257347230471,239.1017369557387,369.8472216135983,230.62876685124286
labeled-data,2,img2848.png,304.34464503653453,227.04404873011003,369.52133814804074,223.45933060897718,291.6351898797908,227.69581566122508,383.53432716701457,220.5263794189594
